rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,From: shot_made_flag,Into: shot_made_flag,Predicted Probability: shot_made_flag=0,Predicted Probability: shot_made_flag=1
602,Jump Shot,Jump Shot,439,20000347,33.9453,-4,99,-118.2738,8,4,0,01JAN00:00:00:00,13,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/17/2000,LAL @ TOR,TOR,596,15173,69,95.34,1,0,0.710984095,0.289015905
603,Jump Shot,Jump Shot,460,20000347,33.8673,-134,177,-118.4038,6,4,0,01JAN00:00:00:00,14,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/17/2000,LAL @ TOR,TOR,597,15173,69,95.34,1,0,0.723958295,0.276041705
604,Turnaround Jump Sh,Jump Shot,515,20000347,33.9723,-48,72,-118.3178,0,4,0,01JAN00:00:00:00,48,8,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/17/2000,LAL @ TOR,TOR,601,15173,69,95.34,1,0,0.50482116,0.49517884
626,Jump Shot,Jump Shot,24,20000352,33.8793,110,165,-118.1598,8,1,0,01JAN00:00:00:00,39,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/19/2000,LAL @ MIA,MIA,605,16076,69,98.6,1,0,0.555068232,0.444931768
627,Jump Shot,Jump Shot,219,20000352,34.0443,125,0,-118.1448,10,3,0,01JAN00:00:00:00,33,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/19/2000,LAL @ MIA,MIA,617,16076,69,98.6,1,0,0.670467367,0.329532634
628,Jump Shot,Jump Shot,420,20000352,34.0443,-166,0,-118.4358,0,4,0,01JAN00:00:00:00,18,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/19/2000,LAL @ MIA,MIA,628,16076,69,98.6,1,0,0.729172323,0.270827677
650,Jump Shot,Jump Shot,68,20000373,33.9663,159,78,-118.1108,3,1,0,01JAN00:00:00:00,43,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/21/2000,LAL @ HOU,HOU,634,15086,70,95.42,1,0,0.704773935,0.295226065
651,Jump Shot,Jump Shot,327,20000373,34.0213,56,23,-118.2138,3,3,0,01JAN00:00:00:00,20,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2000,LAL @ HOU,HOU,646,15086,70,95.42,1,0,0.80199693,0.19800307
652,Jump Shot,Jump Shot,378,20000373,33.9113,106,133,-118.1638,9,4,0,01JAN00:00:00:00,44,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/21/2000,LAL @ HOU,HOU,649,15086,70,95.42,1,0,0.694498322,0.305501678
653,Driving Layup Shot,Layup,402,20000373,34.0443,0,0,-118.2698,6,4,0,01JAN00:00:00:00,16,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2000,LAL @ HOU,HOU,651,15086,70,95.42,1,1,0.311459095,0.688540905
654,Dunk Shot,Dunk,472,20000373,34.0443,0,0,-118.2698,0,4,0,01JAN00:00:00:00,11,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2000,LAL @ HOU,HOU,654,15086,70,95.42,1,1,0.353376245,0.646623755
671,Layup Shot,Layup,6,20000379,34.0443,0,0,-118.2698,11,1,0,01JAN00:00:00:00,6,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/22/2000,LAL @ DAL,DAL,656,15513,71,91.56,1,0,0.605007283,0.394992717
672,Jump Shot,Jump Shot,10,20000379,33.9073,3,137,-118.2668,10,1,0,01JAN00:00:00:00,47,13,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/22/2000,LAL @ DAL,DAL,657,15513,71,91.56,1,0,0.579006843,0.420993157
673,Jump Shot,Jump Shot,275,20000379,33.9513,167,93,-118.1028,9,3,0,01JAN00:00:00:00,1,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/22/2000,LAL @ DAL,DAL,669,15513,71,91.56,1,0,0.671202013,0.328797987
674,Alley Oop Dunk Sho,Dunk,296,20000379,34.0443,0,0,-118.2698,5,3,0,01JAN00:00:00:00,51,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/22/2000,LAL @ DAL,DAL,670,15513,71,91.56,1,1,0.049665794,0.950334206
693,Turnaround Jump Sh,Jump Shot,474,20000397,33.9893,-44,55,-118.3138,1,4,0,01JAN00:00:00:00,49,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/25/2000,LAL vs. POR,POR,693,16544,71,95.52,1,1,0.379519049,0.620480951
694,Jump Shot,Jump Shot,476,20000397,33.9453,-71,99,-118.3408,1,4,0,01JAN00:00:00:00,22,12,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/25/2000,LAL vs. POR,POR,694,16544,71,95.52,1,0,0.69706424,0.30293576
712,Jump Shot,Jump Shot,49,20000420,33.8753,-27,169,-118.2968,4,1,0,01JAN00:00:00:00,30,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2000,LAL @ PHX,PHX,699,16957,70,96.65,1,1,0.466795926,0.533204074
713,Jump Shot,Jump Shot,284,20000420,33.9473,167,97,-118.1028,6,3,0,01JAN00:00:00:00,7,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2000,LAL @ PHX,PHX,711,16957,70,96.65,1,0,0.550850939,0.449149061
728,Jump Shot,Jump Shot,45,20000434,33.9833,144,61,-118.1258,5,1,0,01JAN00:00:00:00,53,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,718,12695,71,95.41,1,0,0.747555575,0.252444425
729,Jump Shot,Jump Shot,109,20000434,34.0443,153,0,-118.1168,10,2,0,01JAN00:00:00:00,30,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,722,12695,71,95.41,1,0,0.757749426,0.242250574
730,Jump Shot,Jump Shot,126,20000434,33.8563,-191,188,-118.4608,8,2,0,01JAN00:00:00:00,55,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,723,12695,71,95.41,1,0,0.722361034,0.277638966
731,Turnaround Jump Sh,Jump Shot,156,20000434,33.9623,16,82,-118.2538,5,2,0,01JAN00:00:00:00,33,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,725,12695,71,95.41,1,1,0.399710637,0.600289363
751,Jump Shot,Jump Shot,41,20000456,33.9833,153,61,-118.1168,7,1,0,01JAN00:00:00:00,5,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,734,13759,72,91.05,1,0,0.675560663,0.324439337
752,Layup Shot,Layup,53,20000456,34.0443,0,0,-118.2698,6,1,0,01JAN00:00:00:00,1,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,735,13759,72,91.05,1,0,0.658423436,0.341576565
753,Running Jump Shot,Jump Shot,95,20000456,34.0043,-44,40,-118.3138,0,1,0,01JAN00:00:00:00,53,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,737,13759,72,91.05,1,1,0.275596325,0.724403675
754,Jump Shot,Jump Shot,235,20000456,34.0273,159,17,-118.1108,9,3,0,01JAN00:00:00:00,46,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,746,13759,72,91.05,1,0,0.717530564,0.282469436
755,Turnaround Jump Sh,Jump Shot,269,20000456,33.9453,159,99,-118.1108,5,3,0,01JAN00:00:00:00,27,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,747,13759,72,91.05,1,1,0.387655548,0.612344452
775,Jump Shot,Jump Shot,180,20000484,33.7743,11,270,-118.2588,5,2,0,01JAN00:00:00:00,49,27,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,766,14654,73,94.14,1,0,0.662883622,0.337116378
776,Jump Shot,Jump Shot,182,20000484,34.0313,-176,13,-118.4458,5,2,0,01JAN00:00:00:00,37,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,767,14654,73,94.14,1,0,0.722223222,0.277776778
777,Jump Shot,Jump Shot,241,20000484,34.0313,-136,13,-118.4058,0,2,0,01JAN00:00:00:00,25,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,771,14654,73,94.14,1,0,0.782743348,0.217256652
778,Jump Shot,Jump Shot,251,20000484,34.0313,-71,13,-118.3408,11,3,0,01JAN00:00:00:00,20,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,773,14654,73,94.14,1,0,0.746784623,0.253215378
779,Jump Shot,Jump Shot,272,20000484,33.8693,-1,175,-118.2708,8,3,0,01JAN00:00:00:00,45,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,774,14654,73,94.14,1,0,0.637591557,0.362408444
800,Jump Shot,Jump Shot,120,20000519,33.9723,-10,72,-118.2798,10,2,0,01JAN00:00:00:00,12,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,783,14111,71,94.56,1,0,0.776520847,0.223479153
801,Jump Shot,Jump Shot,174,20000519,33.8463,-149,198,-118.4188,4,2,0,01JAN00:00:00:00,29,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,784,14111,71,94.56,1,0,0.73769322,0.26230678
802,Jump Shot,Jump Shot,244,20000519,34.0163,-164,28,-118.4338,8,3,0,01JAN00:00:00:00,31,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,789,14111,71,94.56,1,0,0.7661141,0.2338859
803,Jump Shot,Jump Shot,305,20000519,33.8733,186,171,-118.0838,2,3,0,01JAN00:00:00:00,22,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,792,14111,71,94.56,1,0,0.745407734,0.254592266
804,Jump Shot,Jump Shot,470,20000519,33.8693,-164,175,-118.4338,0,4,0,01JAN00:00:00:00,59,23,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,804,14111,71,94.56,1,0,0.75912106,0.24087894
822,Jump Shot,Jump Shot,144,20000529,34.0593,176,-15,-118.0938,7,2,0,01JAN00:00:00:00,10,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,809,13957,70,96.41,1,0,0.680057546,0.319942455
823,Jump Shot,Jump Shot,195,20000529,34.0763,-187,-32,-118.4568,0,2,0,01JAN00:00:00:00,45,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,812,13957,70,96.41,1,0,0.728395552,0.271604448
824,Jump Shot,Jump Shot,198,20000529,33.9033,197,141,-118.0728,0,2,0,01JAN00:00:00:00,21,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,813,13957,70,96.41,1,0,0.694635858,0.305364142
825,Jump Shot,Jump Shot,247,20000529,34.0443,70,0,-118.1998,8,3,0,01JAN00:00:00:00,59,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,817,13957,70,96.41,1,0,0.729390178,0.270609822
826,Jump Shot,Jump Shot,307,20000529,34.0313,161,13,-118.1088,3,3,0,01JAN00:00:00:00,53,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,820,13957,70,96.41,1,0,0.681849348,0.318150652
827,Jump Shot,Jump Shot,442,20000529,33.9033,-157,141,-118.4268,3,4,0,01JAN00:00:00:00,1,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,825,13957,70,96.41,1,0,0.711936528,0.288063472
828,Jump Shot,Jump Shot,457,20000529,33.8963,144,148,-118.1258,2,4,0,01JAN00:00:00:00,23,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,826,13957,70,96.41,1,0,0.685146551,0.314853449
852,Jump Shot,Jump Shot,6,20000545,33.9623,231,82,-118.0388,10,1,0,01JAN00:00:00:00,55,24,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,1/15/2001,LAL vs. VAN,VAN,829,15235,68,95.65,1,0,0.640718897,0.359281103
871,Jump Shot,Jump Shot,50,20000571,33.9073,207,137,-118.0628,5,1,0,01JAN00:00:00:00,15,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,855,15279,67,96.47,1,0,0.619050371,0.380949629
872,Driving Layup Shot,Layup,84,20000571,34.0443,0,0,-118.2698,1,1,0,01JAN00:00:00:00,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,859,15279,67,96.47,1,1,0.201014419,0.798985581
873,Jump Shot,Jump Shot,136,20000571,33.8633,180,181,-118.0898,8,2,0,01JAN00:00:00:00,0,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,862,15279,67,96.47,1,0,0.633930631,0.366069369
874,Jump Shot,Jump Shot,291,20000571,33.8523,-164,192,-118.4338,5,3,0,01JAN00:00:00:00,55,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,870,15279,67,96.47,1,0,0.642647345,0.357352655
896,Jump Shot,Jump Shot,18,20000583,33.9933,153,51,-118.1168,8,1,0,01JAN00:00:00:00,54,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,876,14745,67,95.91,1,0,0.605005277,0.394994723
897,Jump Shot,Jump Shot,73,20000583,33.9283,-164,116,-118.4338,0,1,0,01JAN00:00:00:00,34,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,880,14745,67,95.91,1,0,0.696969712,0.303030288
898,Slam Dunk Shot,Dunk,164,20000583,34.0443,0,0,-118.2698,3,2,0,01JAN00:00:00:00,47,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,886,14745,67,95.91,1,1,0.014454859,0.985545141
899,Running Jump Shot,Jump Shot,249,20000583,33.8793,-107,165,-118.3768,9,3,0,01JAN00:00:00:00,57,19,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,889,14745,67,95.91,1,1,0.177068399,0.822931601
900,Layup Shot,Layup,276,20000583,34.0443,0,0,-118.2698,7,3,0,01JAN00:00:00:00,45,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,891,14745,67,95.91,1,0,0.622463856,0.377536144
901,Slam Dunk Shot,Dunk,393,20000583,34.0443,0,0,-118.2698,8,4,0,01JAN00:00:00:00,38,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,897,14745,67,95.91,1,1,0.015681939,0.984318061
916,Jump Shot,Jump Shot,4,20000599,33.8013,-75,243,-118.3448,11,1,0,01JAN00:00:00:00,29,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,902,15263,72,96.72,1,0,0.541905099,0.458094901
917,Jump Shot,Jump Shot,16,20000599,33.9813,-4,63,-118.2738,9,1,0,01JAN00:00:00:00,19,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,903,15263,72,96.72,1,0,0.640579461,0.359420539
918,Jump Shot,Jump Shot,108,20000599,33.7993,85,245,-118.1848,0,1,0,01JAN00:00:00:00,16,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,908,15263,72,96.72,1,0,0.59669785,0.403302151
919,Jump Shot,Jump Shot,118,20000599,33.8713,-69,173,-118.3388,11,2,0,01JAN00:00:00:00,1,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,909,15263,72,96.72,1,0,0.565788587,0.434211413
920,Jump Shot,Jump Shot,459,20000599,33.7933,1,251,-118.2688,4,4,0,01JAN00:00:00:00,9,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,920,15263,72,96.72,1,0,0.63219265,0.36780735
936,Jump Shot,Jump Shot,53,20000616,33.9173,138,127,-118.1318,5,1,0,01JAN00:00:00:00,24,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,922,15658,73,93.29,1,0,0.585016969,0.414983031
937,Turnaround Jump Sh,Jump Shot,66,20000616,34.0043,159,40,-118.1108,3,1,0,01JAN00:00:00:00,54,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,924,15658,73,93.29,1,1,0.299118848,0.700881152
938,Jump Shot,Jump Shot,201,20000616,33.7973,-37,247,-118.3068,2,2,0,01JAN00:00:00:00,26,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,932,15658,73,93.29,1,0,0.642363744,0.357636256
939,Jump Shot,Jump Shot,249,20000616,33.7913,81,253,-118.1888,10,3,0,01JAN00:00:00:00,37,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,934,15658,73,93.29,1,0,0.621252329,0.378747671
940,Jump Shot,Jump Shot,389,20000616,33.8253,138,219,-118.1318,7,4,0,01JAN00:00:00:00,1,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,937,15658,73,93.29,1,0,0.67383455,0.32616545
962,Jump Shot,Jump Shot,6,20000629,33.9893,127,55,-118.1428,11,1,0,01JAN00:00:00:00,23,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,941,14695,70,89.7,1,0,0.599652618,0.400347383
963,Jump Shot,Jump Shot,33,20000629,34.0163,157,28,-118.1128,6,1,0,01JAN00:00:00:00,4,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,943,14695,70,89.7,1,0,0.631406722,0.368593278
964,Jump Shot,Jump Shot,165,20000629,33.9113,-132,133,-118.4018,3,2,0,01JAN00:00:00:00,50,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,950,14695,70,89.7,1,0,0.558388016,0.441611984
965,Jump Shot,Jump Shot,212,20000629,33.9723,163,72,-118.1068,11,3,0,01JAN00:00:00:00,44,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,952,14695,70,89.7,1,0,0.566594952,0.433405048
966,Alley Oop Dunk Sho,Dunk,219,20000629,34.0443,0,0,-118.2698,10,3,0,01JAN00:00:00:00,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,954,14695,70,89.7,1,1,0.036938328,0.963061672
967,Jump Shot,Jump Shot,413,20000629,33.9553,-168,89,-118.4378,2,4,0,01JAN00:00:00:00,38,19,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,963,14695,70,89.7,1,0,0.672254306,0.327745694
988,Jump Shot,Jump Shot,110,20000641,34.0523,167,-8,-118.1028,1,1,0,01JAN00:00:00:00,34,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,975,16184,69,97.82,1,0,0.630792694,0.369207306
989,Jump Shot,Jump Shot,222,20000641,33.8563,-56,188,-118.3258,3,2,0,01JAN00:00:00:00,57,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,979,16184,69,97.82,1,0,0.584064986,0.415935014
990,Jump Shot,Jump Shot,259,20000641,33.9173,64,127,-118.2058,1,2,0,01JAN00:00:00:00,20,14,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,981,16184,69,97.82,1,0,0.630373106,0.369626894
991,Jump Shot,Jump Shot,270,20000641,34.0443,231,0,-118.0388,0,2,0,01JAN00:00:00:00,0,23,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,983,16184,69,97.82,1,0,0.655400677,0.344599323
992,Layup Shot,Layup,285,20000641,34.0443,7,0,-118.2628,10,3,0,01JAN00:00:00:00,49,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,985,16184,69,97.82,1,0,0.594127802,0.405872198
993,Layup Shot,Layup,417,20000641,34.0373,7,7,-118.2628,8,4,0,01JAN00:00:00:00,36,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,989,16184,69,97.82,1,0,0.626797482,0.373202518
1008,Jump Shot,Jump Shot,39,20000651,33.8673,89,177,-118.1808,6,1,0,01JAN00:00:00:00,22,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/31/2001,LAL @ MIN,MIN,995,14032,70,95.37,1,0,0.661849442,0.338150558
1009,Layup Shot,Layup,92,20000651,34.0443,0,0,-118.2698,1,1,0,01JAN00:00:00:00,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/31/2001,LAL @ MIN,MIN,998,14032,70,95.37,1,0,0.686024341,0.313975659
1010,Jump Shot,Jump Shot,368,20000651,34.0103,39,34,-118.2308,8,4,0,01JAN00:00:00:00,24,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/31/2001,LAL @ MIN,MIN,1008,14032,70,95.37,1,0,0.78916408,0.21083592
1033,Running Layup Shot,Layup,93,20000666,34.0443,0,0,-118.2698,0,1,0,01JAN00:00:00:00,21,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1019,14349,70,92.27,1,1,0.263300455,0.736699545
1034,Jump Shot,Jump Shot,191,20000666,33.9003,172,144,-118.0978,2,2,0,01JAN00:00:00:00,41,22,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1023,14349,70,92.27,1,0,0.579928313,0.420071687
1035,Jump Shot,Jump Shot,223,20000666,33.9383,153,106,-118.1168,0,2,0,01JAN00:00:00:00,33,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1026,14349,70,92.27,1,0,0.63006506,0.36993494
1036,Turnaround Jump Sh,Jump Shot,273,20000666,34.0313,144,13,-118.1258,7,3,0,01JAN00:00:00:00,33,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1029,14349,70,92.27,1,1,0.355657278,0.644342722
1037,Running Jump Shot,Jump Shot,346,20000666,33.9243,117,120,-118.1528,0,3,0,01JAN00:00:00:00,24,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1034,14349,70,92.27,1,1,0.178295772,0.821704228
1038,Turnaround Jump Sh,Jump Shot,409,20000666,34.0103,-44,34,-118.3138,5,4,0,01JAN00:00:00:00,16,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1036,14349,70,92.27,1,1,0.417921168,0.582078832
